Date, Open, High, Low, Close
05/16/18, 1411.94, 1435.41, 1411.70, 1430.58
05/15/18, 1383.03, 1401.44, 1378.11, 1401.28
05/14/18, 1405.95, 1408.86, 1396.14, 1399.37
05/11/18, 1399.00, 1414.15, 1392.95, 1393.66
05/10/18, 1376.55, 1397.19, 1376.55, 1391.83
05/09/18, 1363.60, 1370.50, 1361.68, 1367.50
05/08/18, 1359.96, 1359.96, 1348.65, 1355.66
05/07/18, 1363.61, 1373.69, 1359.51, 1362.02
05/04/18, 1342.69, 1371.69, 1338.55, 1363.61
05/03/18, 1343.11, 1358.74, 1330.29, 1350.71
05/02/18, 1345.50, 1354.72, 1335.31, 1337.90
05/01/18, 1338.82, 1338.82, 1305.50, 1332.38
04/30/18, 1358.04, 1369.81, 1342.37, 1345.96
04/27/18, 1380.17, 1380.27, 1346.93, 1353.37
04/26/18, 1359.44, 1384.47, 1359.06, 1382.13
04/25/18, 1342.75, 1361.07, 1332.12, 1348.89
04/24/18, 1361.08, 1380.49, 1338.33, 1356.73
04/23/18, 1356.87, 1362.76, 1344.27, 1351.52
04/20/18, 1381.33, 1381.33, 1363.41, 1369.70
04/19/18, 1377.25, 1384.85, 1365.69, 1380.75
04/18/18, 1359.24, 1389.43, 1359.24, 1377.25
04/17/18, 1318.35, 1337.42, 1317.41, 1333.46
04/16/18, 1313.41, 1313.41, 1298.88, 1309.69
04/13/18, 1321.01, 1325.69, 1303.92, 1307.10
04/12/18, 1299.87, 1316.94, 1297.75, 1310.92
04/11/18, 1295.46, 1307.50, 1291.09, 1296.99
04/10/18, 1279.20, 1305.18, 1279.20, 1299.78
04/09/18, 1264.82, 1270.82, 1250.21, 1253.08
04/06/18, 1284.73, 1288.17, 1250.12, 1260.46
04/05/18, 1283.49, 1304.32, 1283.34, 1299.03
04/04/18, 1247.96, 1265.22, 1231.26, 1263.52
04/03/18, 1268.43, 1281.07, 1261.94, 1269.02
04/02/18, 1268.07, 1283.29, 1248.83, 1257.79
03/29/18, 1243.34, 1282.08, 1243.34, 1272.84
03/28/18, 1236.41, 1236.41, 1217.36, 1231.94
03/27/18, 1275.13, 1275.13, 1236.32, 1242.64
03/26/18, 1254.57, 1266.87, 1244.48, 1264.28
03/23/18, 1264.34, 1267.73, 1236.92, 1237.24
03/22/18, 1321.98, 1321.98, 1259.84, 1260.15
03/21/18, 1312.10, 1346.25, 1312.10, 1343.03
03/20/18, 1310.96, 1318.99, 1300.96, 1306.69
03/19/18, 1323.60, 1323.84, 1295.52, 1308.06
03/16/18, 1329.53, 1349.84, 1323.76, 1337.05
03/15/18, 1343.13, 1343.82, 1325.96, 1328.51
03/14/18, 1369.28, 1374.23, 1340.44, 1342.22
03/13/18, 1377.80, 1389.81, 1357.57, 1359.86
03/12/18, 1367.20, 1377.93, 1365.66, 1375.08
03/09/18, 1371.54, 1376.10, 1356.18, 1365.14
03/08/18, 1380.05, 1380.05, 1345.52, 1358.38
03/07/18, 1372.76, 1387.50, 1368.06, 1383.64
03/06/18, 1378.76, 1394.40, 1374.72, 1384.25
03/05/18, 1363.87, 1386.63, 1360.72, 1378.76
03/02/18, 1380.78, 1381.52, 1345.31, 1378.67
03/01/18, 1394.84, 1413.28, 1378.16, 1393.18
02/28/18, 1430.79, 1431.25, 1381.54, 1381.70
02/27/18, 1448.75, 1449.45, 1426.69, 1428.93
02/26/18, 1441.19, 1454.29, 1433.00, 1453.17
02/23/18, 1417.26, 1426.77, 1410.80, 1426.22
02/22/18, 1417.37, 1427.59, 1411.61, 1412.39
02/21/18, 1418.25, 1437.58, 1402.48, 1402.84
02/20/18, 1426.15, 1444.73, 1406.38, 1413.66
02/16/18, 1399.17, 1450.59, 1390.95, 1442.18
02/15/18, 1413.00, 1415.81, 1391.08, 1407.52
02/14/18, 1334.82, 1397.07, 1332.11, 1396.11
02/13/18, 1325.68, 1348.38, 1325.49, 1345.04
02/12/18, 1306.93, 1337.49, 1305.87, 1329.19
02/09/18, 1293.79, 1306.07, 1249.14, 1299.03
02/08/18, 1320.73, 1324.94, 1272.33, 1272.75
02/07/18, 1332.92, 1345.66, 1315.06, 1316.53
02/06/18, 1292.90, 1350.17, 1285.74, 1342.90
02/05/18, 1332.18, 1358.50, 1295.90, 1302.87
02/02/18, 1382.36, 1382.36, 1335.96, 1336.48
02/01/18, 1389.83, 1406.53, 1387.04, 1395.22
01/31/18, 1415.81, 1422.87, 1382.36, 1389.47
01/30/18, 1425.19, 1425.41, 1396.13, 1402.25
01/29/18, 1436.79, 1442.20, 1424.74, 1425.19
01/26/18, 1424.70, 1441.33, 1420.01, 1436.25
01/25/18, 1435.44, 1440.48, 1414.29, 1421.13
01/24/18, 1422.86, 1430.80, 1417.92, 1423.48
01/23/18, 1407.23, 1412.45, 1390.17, 1407.21
01/22/18, 1419.22, 1419.22, 1406.50, 1417.30
01/19/18, 1415.03, 1421.79, 1406.05, 1417.18
01/18/18, 1423.80, 1426.74, 1409.32, 1410.24
01/17/18, 1410.73, 1429.38, 1409.40, 1426.57
01/16/18, 1425.34, 1430.31, 1399.01, 1405.38
01/12/18, 1438.65, 1443.82, 1428.88, 1435.67
01/11/18, 1400.44, 1433.18, 1400.44, 1432.33
01/10/18, 1381.30, 1393.61, 1379.56, 1391.31
01/09/18, 1395.48, 1395.48, 1383.29, 1385.63
01/08/18, 1380.13, 1396.70, 1377.12, 1395.48
01/05/18, 1370.56, 1374.62, 1359.05, 1374.38
01/04/18, 1363.57, 1377.65, 1362.24, 1369.03
01/03/18, 1345.43, 1360.74, 1339.48, 1356.83
01/02/18, 1295.55, 1340.37, 1295.55, 1340.23
12/29/17, 1296.45, 1296.45, 1283.03, 1285.04
12/28/17, 1282.70, 1294.05, 1282.70, 1293.28
12/27/17, 1286.39, 1287.37, 1276.21, 1277.83
12/26/17, 1269.56, 1284.83, 1267.05, 1282.79
12/22/17, 1271.31, 1271.31, 1263.81, 1268.04
12/21/17, 1263.14, 1275.43, 1263.03, 1273.56
12/20/17, 1251.59, 1263.64, 1245.48, 1258.80
12/19/17, 1229.55, 1237.40, 1228.36, 1234.75
12/18/17, 1210.46, 1232.40, 1210.46, 1230.36
12/15/17, 1184.74, 1206.31, 1184.74, 1200.46
12/14/17, 1200.05, 1207.14, 1184.57, 1184.74
12/13/17, 1202.29, 1206.84, 1194.33, 1206.62
12/12/17, 1196.10, 1206.12, 1194.15, 1204.54
12/11/17, 1198.37, 1204.26, 1197.63, 1199.61
12/08/17, 1179.18, 1190.40, 1175.50, 1187.31
12/07/17, 1162.82, 1172.43, 1159.55, 1171.57
12/06/17, 1162.90, 1175.71, 1162.62, 1167.72
12/05/17, 1177.16, 1177.16, 1160.32, 1160.63
12/04/17, 1174.91, 1192.93, 1174.91, 1184.26
12/01/17, 1166.11, 1177.32, 1148.25, 1162.43
11/30/17, 1164.92, 1168.57, 1160.10, 1162.06
11/29/17, 1160.85, 1171.54, 1157.66, 1162.21
11/28/17, 1157.92, 1162.08, 1153.89, 1161.55
11/27/17, 1168.04, 1168.05, 1150.56, 1156.20
11/24/17, 1167.75, 1173.75, 1163.56, 1165.42
11/22/17, 1153.10, 1161.28, 1153.10, 1157.69
11/21/17, 1142.21, 1152.77, 1142.21, 1146.14
11/20/17, 1122.97, 1132.89, 1121.23, 1132.64
11/17/17, 1109.76, 1126.31, 1109.35, 1122.97
11/16/17, 1112.96, 1115.23, 1108.60, 1112.44
11/15/17, 1133.32, 1133.87, 1079.90, 1105.32
11/14/17, 1133.32, 1133.87, 1104.67, 1107.49
11/13/17, 1134.53, 1147.24, 1130.13, 1140.26
11/10/17, 1152.67, 1157.38, 1137.41, 1144.35
11/09/17, 1156.88, 1156.88, 1142.78, 1147.82
11/08/17, 1163.63, 1170.29, 1157.94, 1168.04
11/07/17, 1187.02, 1187.02, 1165.27, 1168.43
11/06/17, 1180.15, 1189.71, 1179.83, 1187.75
11/03/17, 1183.55, 1183.78, 1162.97, 1171.58
11/02/17, 1179.01, 1190.42, 1178.65, 1185.08
11/01/17, 1179.27, 1197.70, 1168.41, 1174.04
10/31/17, 1170.59, 1171.05, 1159.92, 1162.59
10/30/17, 1195.50, 1195.50, 1174.39, 1175.84
10/27/17, 1187.92, 1198.61, 1181.83, 1195.46
10/26/17, 1207.19, 1215.07, 1195.27, 1195.58
10/25/17, 1213.78, 1214.80, 1197.34, 1207.19
10/24/17, 1199.99, 1221.04, 1199.03, 1219.78
10/23/17, 1208.24, 1214.04, 1199.86, 1199.92
10/20/17, 1207.86, 1215.18, 1205.13, 1211.32
10/19/17, 1184.02, 1200.46, 1175.18, 1200.41
10/18/17, 1191.47, 1196.28, 1183.42, 1193.06
10/17/17, 1201.81, 1202.94, 1190.15, 1191.20
10/16/17, 1219.07, 1229.29, 1200.58, 1203.42
10/13/17, 1192.59, 1209.65, 1192.02, 1208.31
10/12/17, 1157.29, 1169.63, 1156.75, 1164.97
10/11/17, 1152.82, 1161.96, 1151.88, 1155.77
10/10/17, 1157.36, 1161.00, 1152.22, 1155.51
10/09/17, 1172.45, 1172.81, 1148.24, 1152.20
10/06/17, 1175.72, 1177.02, 1169.54, 1174.25
10/05/17, 1189.96, 1196.49, 1179.36, 1180.20
10/04/17, 1180.58, 1191.39, 1180.58, 1183.01
10/03/17, 1177.08, 1180.88, 1168.46, 1180.58
10/02/17, 1157.60, 1174.59, 1157.30, 1170.48
09/29/17, 1150.99, 1160.87, 1150.99, 1157.28
09/28/17, 1141.98, 1147.55, 1132.55, 1145.22
09/27/17, 1143.66, 1148.77, 1122.95, 1147.64
09/26/17, 1140.79, 1151.38, 1138.52, 1138.74
09/25/17, 1150.34, 1152.75, 1128.38, 1136.91
09/22/17, 1155.88, 1159.04, 1148.38, 1152.34
09/21/17, 1176.26, 1176.66, 1161.85, 1163.69
09/20/17, 1191.76, 1198.04, 1174.61, 1186.52
09/19/17, 1189.23, 1190.53, 1177.59, 1188.71
09/18/17, 1180.28, 1197.14, 1180.28, 1192.53
09/15/17, 1171.52, 1179.86, 1170.37, 1178.81
09/14/17, 1183.16, 1183.16, 1162.74, 1173.37
09/13/17, 1193.84, 1195.66, 1187.08, 1191.63
09/12/17, 1201.42, 1208.58, 1196.86, 1202.87
09/11/17, 1196.68, 1209.09, 1196.68, 1200.26
09/08/17, 1203.42, 1203.42, 1177.44, 1185.77
09/07/17, 1204.50, 1208.91, 1197.75, 1206.25
09/06/17, 1193.89, 1202.22, 1193.55, 1199.39
09/05/17, 1208.44, 1217.82, 1179.51, 1189.82
09/01/17, 1182.30, 1200.90, 1182.30, 1195.72
08/31/17, 1173.95, 1179.53, 1168.62, 1170.85
08/30/17, 1153.06, 1165.25, 1149.95, 1163.84
08/29/17, 1137.00, 1157.85, 1133.76, 1152.65
08/28/17, 1147.15, 1153.92, 1144.27, 1149.26
08/25/17, 1146.76, 1151.48, 1141.72, 1146.13
08/24/17, 1141.19, 1147.46, 1132.51, 1141.54
08/23/17, 1117.17, 1142.86, 1115.18, 1140.84
08/22/17, 1107.36, 1123.78, 1107.36, 1120.95
08/21/17, 1109.39, 1113.29, 1098.91, 1099.14
08/18/17, 1100.51, 1109.81, 1092.85, 1103.73
08/17/17, 1116.43, 1120.62, 1092.39, 1092.65
08/16/17, 1108.14, 1123.15, 1108.14, 1121.62
08/15/17, 1104.24, 1105.55, 1094.91, 1099.12
08/14/17, 1103.26, 1115.70, 1103.02, 1104.24
08/11/17, 1097.19, 1105.13, 1093.66, 1099.42
08/10/17, 1127.31, 1131.85, 1117.49, 1117.64
08/09/17, 1136.77, 1140.38, 1130.70, 1133.13
08/08/17, 1147.11, 1158.30, 1138.73, 1146.23
08/07/17, 1124.96, 1153.93, 1124.96, 1152.21
08/04/17, 1117.56, 1127.21, 1112.36, 1124.96
08/03/17, 1112.49, 1115.00, 1104.69, 1107.37
08/02/17, 1113.13, 1117.34, 1103.36, 1114.76
08/01/17, 1131.53, 1131.53, 1117.18, 1118.63
07/31/17, 1127.98, 1135.03, 1126.00, 1132.96
07/28/17, 1122.45, 1124.44, 1109.62, 1116.56
07/27/17, 1140.29, 1140.29, 1119.50, 1127.90
07/26/17, 1157.13, 1157.49, 1129.78, 1134.45
07/25/17, 1136.67, 1158.01, 1136.67, 1151.74
07/24/17, 1115.92, 1120.02, 1107.07, 1119.33
07/21/17, 1128.45, 1130.51, 1112.74, 1114.17
07/20/17, 1134.20, 1136.41, 1120.76, 1128.92
07/19/17, 1124.88, 1141.69, 1123.48, 1140.43
07/18/17, 1123.68, 1125.06, 1111.90, 1122.64
07/17/17, 1121.51, 1132.17, 1119.89, 1127.77
07/14/17, 1114.80, 1122.42, 1114.02, 1114.22
07/13/17, 1109.54, 1117.91, 1095.38, 1114.80
07/12/17, 1095.81, 1109.58, 1095.25, 1107.08
07/11/17, 1084.32, 1097.94, 1081.62, 1095.68
07/10/17, 1057.27, 1086.37, 1055.02, 1080.83
07/07/17, 1070.54, 1073.04, 1047.02, 1062.78
07/06/17, 1068.15, 1080.29, 1064.17, 1068.04
07/05/17, 1079.17, 1079.17, 1058.55, 1070.78
07/03/17, 1068.34, 1078.78, 1068.34, 1075.39
06/30/17, 1054.85, 1067.35, 1054.74, 1059.80
06/29/17, 1052.90, 1064.17, 1039.67, 1047.31
06/28/17, 1022.97, 1050.46, 1022.97, 1047.81
06/27/17, 1016.30, 1030.12, 1009.11, 1009.18
06/26/17, 1002.21, 1012.63, 994.65, 1006.18
06/23/17, 992.02, 1007.83, 986.79, 1001.86
06/22/17, 973.82, 989.71, 973.82, 986.04
06/21/17, 975.75, 983.10, 969.61, 971.67
06/20/17, 980.81, 980.81, 965.53, 970.01
06/19/17, 986.03, 1002.60, 984.56, 988.35
06/16/17, 974.64, 982.95, 969.66, 978.46
06/15/17, 991.39, 991.51, 968.41, 977.40
06/14/17, 1028.62, 1028.62, 995.42, 1003.58
06/13/17, 1026.25, 1030.42, 1023.37, 1025.28
06/12/17, 1028.05, 1038.25, 1021.26, 1025.55
06/09/17, 1027.75, 1036.74, 1022.05, 1028.52
06/08/17, 995.95, 1026.60, 992.01, 1025.62
06/07/17, 1004.63, 1011.73, 987.52, 997.03
06/06/17, 1002.14, 1006.16, 996.16, 1001.72
06/05/17, 998.89, 1008.46, 998.22, 1005.74
06/02/17, 1008.23, 1008.71, 999.24, 1001.76
06/01/17, 1006.67, 1012.93, 1001.56, 1009.35
05/31/17, 1016.80, 1018.64, 997.78, 1006.40
05/30/17, 1016.00, 1026.10, 1012.08, 1022.40
05/26/17, 1016.95, 1022.05, 1013.28, 1016.17
05/25/17, 1022.40, 1036.41, 1010.34, 1015.52
05/24/17, 1030.78, 1039.43, 1016.43, 1018.54
05/23/17, 1010.97, 1038.11, 1010.97, 1033.67
05/22/17, 1014.50, 1017.37, 1004.46, 1012.08
05/19/17, 994.24, 1016.49, 994.07, 1009.79
05/18/17, 981.89, 990.39, 968.82, 979.90
05/17/17, 1022.00, 1024.08, 1004.04, 1005.55
05/16/17, 1026.97, 1033.23, 1018.63, 1030.70
05/15/17, 1007.57, 1020.61, 1007.57, 1019.24
05/12/17, 1003.48, 1007.63, 994.97, 996.44
05/11/17, 1013.95, 1014.61, 999.59, 1008.48
05/10/17, 1008.32, 1016.14, 1004.14, 1011.42
05/09/17, 999.29, 1009.39, 999.29, 1001.57
05/08/17, 1000.14, 1002.28, 991.15, 997.94
05/05/17, 1002.03, 1013.05, 998.14, 1009.82
05/04/17, 1011.26, 1011.26, 993.97, 1002.03
05/03/17, 1046.15, 1046.15, 1020.27, 1022.00
05/02/17, 1054.04, 1063.93, 1051.34, 1056.26
05/01/17, 1052.50, 1068.82, 1046.99, 1057.12
04/28/17, 1059.26, 1064.89, 1052.16, 1052.50
04/27/17, 1052.92, 1056.13, 1035.61, 1050.07
04/26/17, 1052.68, 1070.69, 1050.52, 1060.52
04/25/17, 1078.37, 1083.17, 1065.45, 1077.49
04/24/17, 1064.50, 1072.73, 1060.70, 1067.98
04/21/17, 1053.27, 1053.59, 1041.07, 1048.80
04/20/17, 1026.80, 1053.14, 1026.40, 1048.76
04/19/17, 1031.56, 1035.19, 1010.13, 1011.58
04/18/17, 1016.64, 1033.03, 1012.02, 1020.21
04/17/17, 1037.11, 1038.46, 1023.62, 1031.90
04/13/17, 1057.55, 1062.25, 1031.15, 1032.19
04/12/17, 1099.85, 1099.85, 1054.10, 1056.64
04/11/17, 1101.61, 1110.69, 1080.14, 1108.31
04/10/17, 1114.96, 1116.70, 1093.06, 1100.51
04/07/17, 1096.70, 1126.47, 1094.60, 1113.98
04/06/17, 1107.07, 1118.70, 1099.40, 1106.82
04/05/17, 1147.67, 1153.84, 1103.01, 1104.24
04/04/17, 1118.51, 1134.96, 1116.13, 1133.55
04/03/17, 1125.05, 1137.22, 1106.43, 1117.01
03/31/17, 1126.35, 1136.27, 1110.71, 1125.05
03/30/17, 1131.99, 1138.21, 1124.79, 1126.35
03/29/17, 1121.76, 1136.65, 1119.82, 1127.37
03/28/17, 1112.48, 1131.11, 1107.67, 1124.68
03/27/17, 1087.07, 1108.85, 1070.87, 1106.64
03/24/17, 1127.87, 1130.86, 1105.04, 1110.97
03/23/17, 1135.54, 1144.33, 1120.03, 1127.00
03/22/17, 1122.23, 1146.50, 1120.50, 1139.89
03/21/17, 1193.62, 1193.62, 1126.15, 1126.93
03/20/17, 1184.62, 1198.20, 1177.61, 1195.54
03/17/17, 1203.12, 1213.73, 1185.56, 1185.88
03/16/17, 1218.07, 1219.38, 1196.40, 1198.79
03/15/17, 1156.27, 1201.94, 1148.36, 1201.04
03/14/17, 1134.19, 1143.17, 1121.51, 1141.04
03/13/17, 1135.48, 1149.51, 1135.48, 1146.83
03/10/17, 1128.40, 1133.53, 1107.31, 1115.76
03/09/17, 1120.27, 1135.98, 1106.20, 1115.14
03/08/17, 1156.74, 1157.74, 1124.64, 1125.72
03/07/17, 1177.88, 1182.32, 1153.08, 1154.07
03/06/17, 1178.26, 1183.10, 1169.81, 1173.66
03/03/17, 1188.77, 1199.51, 1178.75, 1196.69
03/02/17, 1223.55, 1227.40, 1180.46, 1182.43
03/01/17, 1212.38, 1240.99, 1212.38, 1233.10
02/28/17, 1202.02, 1210.82, 1187.47, 1194.23
02/27/17, 1191.01, 1218.58, 1187.17, 1207.12
02/24/17, 1179.78, 1203.37, 1173.83, 1186.81
02/23/17, 1259.30, 1266.10, 1196.81, 1201.26
02/22/17, 1241.74, 1249.83, 1239.84, 1248.56
02/21/17, 1261.44, 1266.11, 1256.11, 1266.11
02/17/17, 1236.63, 1241.19, 1230.80, 1238.51
02/16/17, 1253.41, 1260.32, 1238.54, 1243.42
02/15/17, 1240.73, 1254.24, 1240.73, 1244.93
02/14/17, 1244.73, 1245.51, 1223.93, 1243.34
02/13/17, 1234.47, 1262.60, 1234.47, 1252.99
02/10/17, 1196.22, 1209.57, 1196.22, 1207.68
02/09/17, 1149.64, 1178.21, 1147.54, 1177.06
02/08/17, 1132.60, 1145.78, 1126.25, 1145.68
02/07/17, 1153.20, 1157.21, 1135.94, 1137.51
02/06/17, 1145.37, 1150.61, 1137.82, 1140.77
02/03/17, 1176.94, 1176.94, 1143.99, 1146.89
02/02/17, 1167.12, 1179.08, 1166.90, 1176.94
02/01/17, 1169.45, 1180.82, 1149.53, 1163.46
01/31/17, 1160.01, 1166.14, 1143.03, 1153.23
01/30/17, 1174.17, 1174.17, 1148.01, 1160.01
01/27/17, 1188.25, 1190.84, 1178.31, 1187.91
01/26/17, 1181.69, 1197.62, 1175.61, 1185.94
01/25/17, 1190.71, 1190.71, 1168.29, 1187.31
01/24/17, 1197.72, 1210.32, 1185.89, 1194.24
01/23/17, 1166.98, 1172.91, 1155.62, 1171.75
01/20/17, 1145.85, 1158.67, 1141.80, 1153.18
01/19/17, 1163.27, 1163.28, 1136.63, 1146.27
01/18/17, 1149.46, 1180.34, 1149.17, 1168.67
01/17/17, 1147.62, 1152.37, 1139.57, 1143.93
01/13/17, 1143.03, 1158.15, 1138.62, 1146.96
01/12/17, 1155.68, 1157.49, 1141.22, 1146.85
01/11/17, 1136.00, 1157.51, 1130.63, 1156.19
01/10/17, 1098.99, 1135.82, 1098.99, 1134.66
01/09/17, 1089.23, 1100.50, 1079.95, 1081.63
01/06/17, 1109.94, 1112.02, 1088.15, 1088.34
01/05/17, 1107.79, 1124.04, 1106.04, 1113.65
01/04/17, 1085.67, 1105.78, 1078.73, 1105.61
01/03/17, 1076.64, 1092.36, 1071.08, 1088.12
12/30/16, 1085.14, 1085.72, 1056.41, 1057.76
12/29/16, 1085.84, 1090.91, 1069.39, 1078.80
12/28/16, 1106.54, 1110.50, 1081.22, 1082.07
12/27/16, 1085.74, 1093.60, 1085.07, 1090.72
12/23/16, 1075.43, 1083.52, 1073.01, 1077.24
12/22/16, 1096.40, 1096.40, 1072.74, 1077.27
12/21/16, 1101.07, 1103.84, 1089.78, 1096.40
12/20/16, 1071.81, 1099.03, 1071.81, 1096.55
12/19/16, 1082.85, 1090.97, 1069.11, 1072.21
12/16/16, 1116.06, 1120.36, 1092.78, 1094.26
12/15/16, 1098.13, 1124.76, 1095.06, 1121.93
12/14/16, 1123.07, 1145.83, 1112.97, 1113.18
12/13/16, 1147.93, 1155.81, 1119.60, 1128.41
12/12/16, 1166.43, 1170.30, 1146.23, 1150.20
12/09/16, 1182.75, 1182.83, 1156.96, 1159.90
12/08/16, 1202.14, 1214.30, 1183.02, 1190.00
12/07/16, 1171.59, 1195.56, 1171.59, 1191.44
12/06/16, 1137.10, 1156.40, 1132.82, 1156.36
12/05/16, 1124.67, 1146.98, 1124.67, 1145.92
12/02/16, 1085.31, 1113.42, 1083.46, 1113.04
12/01/16, 1111.01, 1112.08, 1088.11, 1095.91
11/30/16, 1097.53, 1114.79, 1097.53, 1099.51
11/29/16, 1096.25, 1109.18, 1085.23, 1096.08
11/28/16, 1119.47, 1130.79, 1114.03, 1127.10
11/25/16, 1119.69, 1123.19, 1109.94, 1123.04
11/23/16, 1092.78, 1120.89, 1088.67, 1120.08
11/22/16, 1070.85, 1109.50, 1070.85, 1108.00
11/21/16, 1021.47, 1045.60, 1021.47, 1045.56
11/18/16, 1020.28, 1025.56, 1008.62, 1021.47
11/17/16, 1032.39, 1040.47, 1027.52, 1029.36
11/16/16, 1033.71, 1033.71, 1017.80, 1028.15
11/15/16, 1034.18, 1046.73, 1023.40, 1046.60
11/14/16, 1039.48, 1060.17, 1036.42, 1060.00
11/11/16, 1035.12, 1037.21, 1006.68, 1029.80
11/10/16, 1042.95, 1054.38, 1026.51, 1038.27
11/09/16, 998.93, 1028.22, 996.92, 1020.91
11/08/16, 948.30, 966.66, 940.62, 960.63
11/07/16, 938.48, 953.33, 938.48, 952.24
11/04/16, 910.41, 922.42, 901.46, 912.79
11/03/16, 902.74, 922.40, 902.74, 911.64
11/02/16, 902.79, 913.39, 895.77, 895.91
11/01/16, 932.33, 934.86, 899.84, 910.69
10/31/16, 917.46, 923.66, 910.02, 922.17
10/28/16, 914.25, 924.83, 909.63, 913.23
10/27/16, 926.25, 926.25, 910.39, 911.71
10/26/16, 923.43, 929.67, 915.27, 925.26
10/25/16, 922.78, 938.43, 922.78, 924.99
10/24/16, 907.43, 926.23, 907.43, 916.40
10/21/16, 896.97, 914.83, 891.40, 907.13
10/20/16, 883.95, 904.75, 875.91, 901.37
10/19/16, 879.02, 894.26, 877.42, 891.18
10/18/16, 875.07, 879.07, 868.31, 876.49
10/17/16, 852.80, 866.37, 852.44, 859.34
10/14/16, 857.88, 863.40, 848.78, 850.23
10/13/16, 858.23, 858.23, 836.87, 845.43
10/12/16, 865.19, 876.49, 863.12, 870.79
10/11/16, 878.91, 878.91, 860.49, 866.23
10/10/16, 873.83, 886.57, 873.83, 883.16
10/07/16, 874.90, 875.61, 853.41, 864.95
10/06/16, 857.44, 867.12, 857.06, 863.02
10/05/16, 854.50, 865.77, 851.47, 861.88
10/04/16, 867.36, 868.25, 841.74, 844.04
10/03/16, 861.87, 864.68, 855.18, 864.29
09/30/16, 863.27, 865.85, 853.55, 858.66
09/29/16, 873.42, 879.26, 849.58, 856.78
09/28/16, 848.27, 873.80, 844.23, 873.42
09/27/16, 826.15, 839.15, 823.72, 838.80
09/26/16, 836.15, 842.25, 834.44, 836.45
09/23/16, 837.51, 849.56, 835.62, 839.10
09/22/16, 849.02, 856.00, 836.20, 838.21
09/21/16, 806.44, 833.19, 806.44, 832.03
09/20/16, 795.84, 801.23, 791.53, 795.57
09/19/16, 795.59, 806.34, 791.48, 797.11
09/16/16, 790.13, 790.13, 774.90, 780.43
09/15/16, 781.15, 794.59, 775.98, 790.13
09/14/16, 780.09, 789.77, 774.23, 781.59
09/13/16, 813.28, 813.28, 770.13, 778.31
09/12/16, 798.07, 827.04, 793.24, 825.09
09/09/16, 843.23, 843.23, 810.11, 810.42
09/08/16, 862.48, 864.70, 850.26, 853.85
09/07/16, 859.89, 863.66, 853.28, 860.08
09/06/16, 850.93, 865.16, 843.69, 865.14
09/02/16, 834.04, 852.22, 834.04, 846.53
09/01/16, 829.58, 835.06, 820.44, 834.04
08/31/16, 833.25, 834.34, 820.02, 826.70
08/30/16, 856.30, 856.30, 834.05, 837.98
08/29/16, 840.33, 859.67, 839.81, 857.43
08/26/16, 857.12, 871.50, 833.43, 839.01
08/25/16, 846.77, 856.27, 844.31, 849.26
08/24/16, 863.41, 864.50, 844.49, 845.31
08/23/16, 874.52, 884.46, 869.01, 869.93
08/22/16, 867.11, 870.96, 861.27, 866.56
08/19/16, 882.14, 884.26, 871.56, 875.91
08/18/16, 891.57, 894.17, 883.44, 893.15
08/17/16, 874.98, 886.79, 868.90, 883.53
08/16/16, 893.35, 900.31, 885.92, 886.05
08/15/16, 868.47, 888.59, 867.98, 886.27
08/12/16, 881.06, 885.88, 858.50, 860.01
08/11/16, 882.47, 887.33, 870.29, 886.29
08/10/16, 897.12, 899.18, 876.66, 878.58
08/09/16, 901.33, 906.94, 891.53, 891.57
08/08/16, 906.92, 914.31, 897.67, 900.48
08/05/16, 895.05, 906.49, 893.35, 905.52
08/04/16, 885.04, 895.85, 877.55, 891.65
08/03/16, 860.56, 888.68, 855.85, 888.68
08/02/16, 883.81, 885.26, 857.18, 865.22
08/01/16, 899.18, 899.26, 879.49, 881.23
07/29/16, 892.35, 899.79, 885.07, 896.37
07/28/16, 889.68, 893.67, 877.56, 892.35
07/27/16, 895.19, 904.44, 881.36, 891.95
07/26/16, 849.90, 884.21, 849.61, 882.83
07/25/16, 847.85, 850.56, 838.90, 844.17
07/22/16, 839.07, 848.38, 834.02, 847.81
07/21/16, 841.82, 850.87, 831.72, 837.21
07/20/16, 831.96, 840.44, 821.63, 833.34
07/19/16, 859.96, 859.96, 837.53, 844.89
07/18/16, 863.93, 875.56, 854.66, 875.21
07/15/16, 863.22, 871.28, 861.22, 867.94
07/14/16, 873.44, 876.81, 862.46, 866.82
07/13/16, 865.28, 865.37, 839.22, 861.06
07/12/16, 844.23, 859.64, 843.12, 855.30
07/11/16, 809.87, 823.93, 809.87, 822.32
07/08/16, 783.23, 800.59, 783.23, 799.87
07/07/16, 780.83, 790.74, 763.84, 770.33
07/06/16, 757.13, 775.63, 750.40, 775.20
07/05/16, 786.74, 790.34, 762.77, 765.98
07/01/16, 770.00, 793.60, 769.95, 790.40
06/30/16, 749.40, 770.57, 746.77, 770.49
06/29/16, 738.14, 747.49, 737.20, 740.47
06/28/16, 706.70, 724.68, 706.70, 723.06
06/27/16, 714.72, 717.19, 691.48, 697.17
06/24/16, 747.85, 747.85, 716.11, 719.13
06/23/16, 766.84, 780.84, 763.28, 780.45
06/22/16, 763.28, 766.52, 752.23, 752.33
06/21/16, 768.60, 768.60, 748.13, 756.23
06/20/16, 763.67, 778.86, 763.67, 768.00
